player,position,team,age,birth_year,minutes_90s,tackles,dribble_tackles,dribbles_vs,dribbled_past,blocks,blocked_shots,interceptions,clearances,errors,club,games,goals,assists,pens_made,cards_yellow,xg,npxg,passes_completed,pass_xa,assisted_shots,crosses_into_penalty_area,progressive_passes,sca,gca,shots,average_shot_distance,through_balls,throw_ins,corner_kicks,touches,miscontrols,dispossessed,gk_goals_against,fouls,fouled,offsides,own_goals,ball_recoveries,aerials_won,unused_subs,points_per_game,on_goals_for,plus_minus
Robert Skov,DF,Denmark,26-212,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hoffenheim,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.4,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,24.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0
Roberto Alvarado,FW,Mexico,24-102,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guadalajara,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,12.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,-1.0
Rodri,DF,Spain,26-179,1996.0,4.3,5.0,2.0,2.0,0.0,3.0,2.0,3.0,9.0,0.0,Manchester City,4.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,0.2,4.0,1.0,25.0,9.0,0.0,1.0,36.2,0.0,3.0,0.0,710.0,0.0,0.0,,5.0,1.0,0.0,0.0,35.0,16.0,0,1.25,9.0,6.0
Rodrigo Bentancur,MF,Uruguay,25-176,1997.0,2.4,9.0,3.0,3.0,0.0,3.0,0.0,7.0,5.0,0.0,Tottenham,3.0,0.0,0.0,0.0,1.0,0.6,0.6,136.0,0.1,2.0,1.0,11.0,8.0,0.0,3.0,15.8,0.0,2.0,0.0,197.0,6.0,3.0,,5.0,3.0,0.0,0.0,35.0,6.0,0,1.33,2.0,0.0
Rodrigo De Paul,MF,Argentina,28-208,1994.0,6.7,11.0,8.0,13.0,5.0,8.0,0.0,7.0,3.0,0.0,Atlético Madrid,7.0,0.0,0.0,0.0,0.0,0.9,0.9,470.0,0.4,7.0,1.0,18.0,19.0,0.0,7.0,20.5,2.0,7.0,4.0,625.0,9.0,7.0,,7.0,15.0,0.0,0.0,42.0,2.0,0,2.0,13.0,8.0
Rodrygo,MF,Brazil,21-343,2001.0,2.0,4.0,0.0,4.0,4.0,6.0,1.0,2.0,1.0,0.0,Real Madrid,5.0,0.0,1.0,0.0,0.0,0.4,0.4,91.0,0.6,6.0,0.0,7.0,16.0,1.0,6.0,18.7,1.0,3.0,7.0,152.0,9.0,3.0,,3.0,6.0,1.0,0.0,11.0,0.0,0,2.0,2.0,1.0
Rogelio Funes Mori,FW,Mexico,31-288,1991.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monterrey,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.6,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,2,3.0,0.0,-1.0
Romain Saïss,DF,Morocco,32-267,1990.0,5.2,5.0,2.0,5.0,3.0,3.0,1.0,3.0,30.0,1.0,Beşiktaş,6.0,1.0,0.0,0.0,1.0,0.8,0.8,159.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.9,0.0,0.0,0.0,248.0,0.0,0.0,,4.0,0.0,2.0,0.0,28.0,7.0,1,1.83,5.0,3.0
Romario Ibarra,MF,Ecuador,28-085,1994.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,Pachuca,2.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,23.2,0.0,0.0,0.0,23.0,3.0,1.0,,0.0,0.0,0.0,0.0,3.0,0.0,1,2.0,2.0,2.0
Romelu Lukaku,FW,Belgium,29-219,1993.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Inter,2.0,0.0,0.0,0.0,0.0,1.7,1.7,6.0,0.1,1.0,0.0,0.0,1.0,0.0,5.0,6.6,0.0,0.0,0.0,16.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0,0.5,0.0,-1.0
Roozbeh Cheshmi,DF,IR Iran,29-147,1993.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,Esteghlal,2.0,1.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.1,0.0,0.0,0.0,19.0,1.0,0.0,,1.0,0.0,0.0,0.0,4.0,1.0,1,1.5,2.0,-1.0
Ruben Vargas,FW,Switzerland,24-135,1998.0,3.2,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,Augsburg,4.0,0.0,1.0,0.0,1.0,0.3,0.3,80.0,0.7,5.0,0.0,5.0,7.0,2.0,3.0,17.0,0.0,6.0,8.0,140.0,6.0,1.0,,4.0,2.0,1.0,0.0,11.0,3.0,0,1.5,5.0,-1.0
Rubin Colwill,MF,Wales,20-235,2002.0,0.1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Cardiff City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,25.1,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0
Ró-Ró,DF,Qatar,32-134,1990.0,2.9,6.0,1.0,2.0,1.0,2.0,0.0,8.0,3.0,0.0,Al Sadd SC,3.0,0.0,0.0,0.0,0.0,0.1,0.1,78.0,0.1,0.0,0.0,4.0,1.0,0.0,2.0,23.0,1.0,10.0,0.0,134.0,4.0,2.0,,4.0,5.0,0.0,0.0,14.0,3.0,0,0.0,1.0,-5.0
Rónald Matarrita,DF,Costa Rica,28-162,1994.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FC Cincinnati,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,30.0,1.0,0.0,,1.0,1.0,0.0,0.0,4.0,0.0,1,0.0,0.0,-4.0
Rúben Dias,DF,Portugal,25-218,1997.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,3.0,9.0,0.0,Manchester City,4.0,0.0,0.0,0.0,1.0,0.0,0.0,248.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,12.0,0.0,1.0,0.0,293.0,2.0,1.0,,4.0,2.0,0.0,0.0,15.0,5.0,1,2.25,11.0,7.0
Rúben Neves,MF,Portugal,25-280,1997.0,3.0,2.0,0.0,6.0,6.0,3.0,1.0,3.0,5.0,0.0,Wolves,5.0,0.0,0.0,0.0,1.0,0.1,0.1,235.0,0.1,2.0,0.0,13.0,6.0,0.0,2.0,27.0,0.0,0.0,0.0,275.0,1.0,1.0,,5.0,2.0,0.0,0.0,12.0,2.0,0,1.8,4.0,1.0
Saad Al Sheeb,GK,Qatar,32-302,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Sadd SC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2,0.0,0.0,-2.0
Sadegh Moharrami,DF,IR Iran,26-292,1996.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,Dinamo Zagreb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,7.0,0.0,32.0,0.0,2.0,,2.0,0.0,0.0,0.0,6.0,1.0,2,0.0,2.0,-4.0
Saeid Ezatolahi,MF,IR Iran,26-078,1996.0,2.4,6.0,2.0,8.0,6.0,3.0,0.0,2.0,4.0,0.0,Vejle BK,3.0,0.0,0.0,0.0,0.0,0.1,0.1,66.0,0.4,2.0,1.0,4.0,4.0,0.0,3.0,29.4,0.0,0.0,0.0,115.0,5.0,0.0,,2.0,5.0,0.0,0.0,17.0,6.0,0,1.0,2.0,-2.0
Saleh Al-Shehri,FW,Saudi Arabia,29-047,1993.0,2.5,3.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,Al-Hilal,3.0,1.0,0.0,0.0,1.0,0.1,0.1,29.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,21.0,1.0,0.0,0.0,73.0,8.0,1.0,,6.0,5.0,0.0,0.0,7.0,6.0,0,1.0,2.0,-3.0
Salem Al-Dawsari,MF,Saudi Arabia,31-121,1991.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,Al-Hilal,3.0,2.0,0.0,0.0,1.0,1.8,1.0,86.0,0.4,6.0,0.0,11.0,15.0,1.0,6.0,21.6,0.0,0.0,2.0,146.0,13.0,6.0,,3.0,3.0,0.0,0.0,16.0,1.0,0,1.0,3.0,-2.0
Salis Abdul Samed,MF,Ghana,22-267,2000.0,2.8,2.0,0.0,1.0,1.0,2.0,1.0,4.0,8.0,0.0,Lens,3.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.1,1.0,0.0,2.0,4.0,0.0,1.0,26.9,0.0,0.0,0.0,169.0,4.0,2.0,,5.0,2.0,0.0,0.0,15.0,0.0,0,1.0,5.0,-2.0
Salman Al-Faraj,MF,Saudi Arabia,33-139,1989.0,0.5,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Al-Hilal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,19.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0,-1.0
Sam Adekugbe,DF,Canada,27-336,1995.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Hatayspor,3.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,0.1,1.0,2.0,4.0,2.0,0.0,0.0,,0.0,8.0,0.0,77.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,2.0,0,0.0,1.0,-2.0
Saman Ghoddos,MF,IR Iran,29-103,1993.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Brentford,1.0,0.0,0.0,0.0,0.0,0.2,0.2,15.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,6.4,0.0,1.0,1.0,24.0,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0
Sami Al-Najei,MF,Saudi Arabia,25-314,1997.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Al-Nassr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,25.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,-1.0
Samuel Oum Gouet,MF,Cameroon,25-005,1997.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Mechelen,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,65.0,1.0,0.0,,0.0,1.0,0.0,0.0,10.0,1.0,1,0.5,0.0,-1.0
Sardar Azmoun,FW,IR Iran,27-351,1995.0,1.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Leverkusen,3.0,0.0,0.0,0.0,0.0,0.9,0.9,18.0,0.2,1.0,0.0,2.0,3.0,0.0,5.0,13.9,0.0,0.0,0.0,40.0,0.0,0.0,,1.0,1.0,1.0,0.0,3.0,4.0,0,1.0,1.0,-1.0
Saud Abdulhamid,DF,Saudi Arabia,23-153,1999.0,3.0,5.0,2.0,2.0,0.0,3.0,0.0,2.0,6.0,0.0,Al-Hilal,3.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,0.1,2.0,1.0,11.0,8.0,0.0,1.0,34.6,0.0,26.0,0.0,150.0,4.0,1.0,,7.0,5.0,0.0,0.0,14.0,4.0,0,1.0,3.0,-2.0
Saša Lukić,MF,Serbia,26-127,1996.0,2.7,2.0,0.0,2.0,2.0,2.0,0.0,1.0,5.0,1.0,Torino,3.0,0.0,0.0,0.0,2.0,0.1,0.1,143.0,0.1,0.0,1.0,5.0,2.0,0.0,1.0,16.1,1.0,0.0,0.0,182.0,2.0,2.0,,7.0,1.0,0.0,0.0,19.0,3.0,0,0.33,5.0,-2.0
Sebastian Szymański,MF,Poland,23-222,1999.0,1.5,6.0,0.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,Feyenoord,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.1,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,61.0,5.0,2.0,,1.0,3.0,0.0,0.0,6.0,1.0,2,0.5,0.0,-1.0
Sebastián Coates,DF,Uruguay,32-072,1990.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,Sporting CP,2.0,0.0,0.0,0.0,1.0,0.1,0.1,76.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,11.5,0.0,0.0,0.0,107.0,0.0,2.0,,2.0,0.0,0.0,0.0,9.0,7.0,1,1.5,2.0,0.0
Selim Amallah,MF,Morocco,26-033,1996.0,4.5,13.0,6.0,11.0,5.0,6.0,1.0,8.0,3.0,0.0,Standard Liège,7.0,0.0,0.0,0.0,1.0,0.2,0.2,65.0,0.1,3.0,0.0,4.0,8.0,0.0,2.0,13.3,0.0,0.0,0.0,145.0,15.0,5.0,,11.0,8.0,0.0,0.0,12.0,2.0,0,1.57,1.0,1.0
Serge Gnabry,FW,Germany,27-157,1995.0,2.9,5.0,4.0,5.0,1.0,2.0,0.0,2.0,3.0,0.0,Bayern Munich,3.0,1.0,1.0,0.0,0.0,1.1,1.1,86.0,0.7,6.0,3.0,3.0,12.0,1.0,12.0,15.6,0.0,4.0,0.0,148.0,4.0,7.0,,2.0,2.0,3.0,0.0,11.0,0.0,0,1.33,6.0,1.0
Sergej Milinković-Savić,MF,Serbia,27-294,1995.0,2.6,5.0,3.0,4.0,1.0,5.0,2.0,2.0,5.0,0.0,Lazio,3.0,1.0,0.0,0.0,1.0,0.2,0.2,87.0,0.2,0.0,0.0,10.0,4.0,3.0,3.0,23.9,2.0,0.0,0.0,158.0,7.0,2.0,,2.0,4.0,0.0,0.0,18.0,3.0,0,0.33,5.0,-3.0
Sergio Busquets,MF,Spain,34-155,1988.0,4.0,7.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,Barcelona,4.0,0.0,0.0,0.0,1.0,0.1,0.1,261.0,0.2,3.0,0.0,17.0,11.0,1.0,2.0,20.9,0.0,1.0,0.0,309.0,2.0,2.0,,3.0,3.0,0.0,0.0,28.0,8.0,0,1.25,6.0,3.0
Sergio Rochet,GK,Uruguay,29-270,1993.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Nacional,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,88.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0,1.33,2.0,0.0
Sergiño Dest,DF,United States,22-045,2000.0,3.4,4.0,2.0,3.0,1.0,3.0,0.0,2.0,7.0,0.0,Milan,4.0,0.0,1.0,0.0,1.0,0.2,0.2,172.0,0.5,3.0,1.0,13.0,7.0,1.0,6.0,19.8,0.0,22.0,0.0,250.0,9.0,8.0,,4.0,2.0,0.0,0.0,13.0,1.0,0,1.25,2.0,0.0
Shaquell Moore,DF,United States,26-046,1996.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Nashville,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,27.0,0.0,0.0,,3.0,0.0,0.0,0.0,2.0,1.0,2,2.0,0.0,0.0
Shogo Taniguchi,DF,Japan,31-156,1991.0,2.3,1.0,0.0,0.0,0.0,2.0,2.0,1.0,10.0,0.0,Kawa Frontale,2.0,0.0,0.0,0.0,1.0,0.2,0.2,72.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,0.0,3.0,0.0,105.0,0.0,0.0,,3.0,0.0,0.0,0.0,8.0,8.0,2,2.0,3.0,1.0
Shūichi Gonda,GK,Japan,33-290,1989.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,S-Pulse,4.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,124.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1.75,5.0,1.0
Silvan Widmer,DF,Switzerland,29-288,1993.0,2.9,10.0,6.0,6.0,0.0,3.0,0.0,2.0,15.0,0.0,Mainz 05,3.0,0.0,1.0,0.0,1.0,0.0,0.0,127.0,0.9,2.0,2.0,10.0,5.0,1.0,1.0,9.7,0.0,28.0,0.0,208.0,5.0,6.0,,4.0,2.0,0.0,0.0,13.0,3.0,0,2.0,4.0,1.0
Simon Kjær,DF,Denmark,33-267,1989.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,Milan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,68.0,1.0,0.0,,0.0,0.0,0.0,0.0,6.0,3.0,2,1.0,0.0,0.0
Sofiane Boufal,FW,Morocco,29-092,1993.0,5.3,11.0,3.0,6.0,3.0,9.0,0.0,2.0,1.0,0.0,Angers,7.0,0.0,0.0,0.0,1.0,0.3,0.3,99.0,0.5,4.0,2.0,14.0,15.0,0.0,7.0,21.0,0.0,0.0,0.0,199.0,14.0,5.0,,11.0,14.0,2.0,0.0,20.0,3.0,0,1.57,4.0,0.0
Sofyan Amrabat,MF,Morocco,26-119,1996.0,7.3,16.0,9.0,14.0,5.0,2.0,1.0,6.0,10.0,0.0,Fiorentina,7.0,0.0,0.0,0.0,1.0,0.0,0.0,269.0,0.1,2.0,0.0,16.0,6.0,0.0,1.0,28.8,0.0,1.0,0.0,383.0,9.0,3.0,,14.0,6.0,1.0,0.0,57.0,2.0,0,1.57,6.0,1.0
Son Heung-min,FW,Korea Republic,30-163,1992.0,4.0,5.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,Tottenham,4.0,0.0,1.0,0.0,0.0,0.4,0.4,77.0,0.7,7.0,1.0,3.0,16.0,2.0,9.0,18.8,1.0,1.0,18.0,158.0,8.0,6.0,,1.0,6.0,2.0,0.0,16.0,0.0,0,1.0,5.0,-3.0
Son Jun-ho,MF,Korea Republic,30-220,1992.0,0.8,3.0,2.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,Shandong Lunen,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,,0.0,0.0,0.0,68.0,0.0,0.0,,5.0,0.0,0.0,0.0,9.0,0.0,1,1.33,2.0,2.0
Sorba Thomas,MF,Wales,23-118,1999.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huddersfield,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,0.0,0.0
Srđan Babić,DF,Serbia,26-240,1996.0,0.1,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Almería,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,0.0,0.0
Stefan Mitrović,DF,Serbia,32-210,1990.0,0.4,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Getafe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0,0.0,-2.0
Stephen Eustáquio,MF,Canada,25-362,1996.0,1.4,4.0,1.0,3.0,2.0,0.0,0.0,2.0,6.0,0.0,Porto,2.0,0.0,0.0,0.0,0.0,0.2,0.2,83.0,0.3,2.0,0.0,10.0,6.0,0.0,3.0,19.8,0.0,0.0,1.0,109.0,0.0,2.0,,1.0,1.0,0.0,0.0,10.0,1.0,1,0.0,1.0,-2.0
Steve Mandanda,GK,France,37-265,1985.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rennes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0.0,0.0,-1.0
Steven Berghuis,MF,Netherlands,30-364,1991.0,2.2,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Ajax,4.0,0.0,1.0,0.0,1.0,0.3,0.3,97.0,0.2,2.0,1.0,8.0,3.0,1.0,5.0,22.5,0.0,2.0,2.0,141.0,1.0,1.0,,4.0,0.0,0.0,0.0,8.0,1.0,1,2.0,2.0,1.0
Steven Bergwijn,FW,Netherlands,25-071,1997.0,2.4,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Ajax,4.0,0.0,0.0,0.0,1.0,0.5,0.5,64.0,0.3,0.0,0.0,2.0,2.0,0.0,2.0,15.5,1.0,1.0,0.0,85.0,4.0,2.0,,2.0,4.0,0.0,0.0,4.0,0.0,1,2.0,2.0,0.0
Steven Vitória,DF,Canada,35-341,1987.0,3.0,3.0,3.0,3.0,0.0,4.0,2.0,0.0,7.0,0.0,Chaves,3.0,0.0,0.0,0.0,1.0,0.0,0.0,160.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,203.0,1.0,1.0,,6.0,5.0,0.0,0.0,18.0,4.0,0,0.0,2.0,-5.0
Strahinja Pavlović,DF,Serbia,21-208,2001.0,2.6,7.0,3.0,6.0,3.0,6.0,1.0,1.0,7.0,0.0,RB Salzburg,3.0,1.0,0.0,0.0,2.0,0.2,0.2,121.0,0.1,0.0,0.0,13.0,2.0,0.0,2.0,10.0,0.0,2.0,0.0,186.0,4.0,3.0,,6.0,4.0,0.0,0.0,18.0,12.0,0,0.33,5.0,-1.0
Sultan Al-Ghanam,DF,Saudi Arabia,28-226,1994.0,1.4,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,Al-Nassr,3.0,0.0,0.0,0.0,0.0,0.2,0.2,34.0,0.1,1.0,2.0,5.0,1.0,0.0,2.0,7.6,0.0,14.0,0.0,68.0,4.0,1.0,,2.0,0.0,1.0,0.0,4.0,0.0,0,1.0,0.0,-3.0
Taha Yassine Khenissi,FW,Tunisia,30-346,1992.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kuwait SC,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.3,0.0,0.0,0.0,8.0,1.0,2.0,,3.0,1.0,0.0,0.0,0.0,1.0,1,0.5,0.0,0.0
Tajon Buchanan,MF,Canada,23-313,1999.0,2.9,1.0,1.0,5.0,4.0,3.0,0.0,3.0,0.0,0.0,Club Brugge,3.0,0.0,1.0,0.0,1.0,0.9,0.9,61.0,0.5,4.0,2.0,7.0,9.0,1.0,5.0,15.0,0.0,8.0,0.0,131.0,8.0,7.0,,6.0,6.0,2.0,0.0,14.0,1.0,0,0.0,2.0,-5.0
Takefusa Kubo,FW,Japan,21-197,2001.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Real Sociedad,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,23.0,5.0,1.0,,2.0,2.0,1.0,0.0,4.0,1.0,1,3.0,0.0,-2.0
Takehiro Tomiyasu,DF,Japan,24-043,1998.0,2.1,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,1.0,Arsenal,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.1,3.0,0.0,4.0,5.0,0.0,0.0,,0.0,7.0,0.0,118.0,2.0,0.0,,1.0,0.0,0.0,0.0,12.0,6.0,1,2.33,3.0,2.0
Takuma Asano,FW,Japan,28-038,1994.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Bochum,4.0,1.0,0.0,0.0,0.0,0.7,0.7,21.0,0.0,2.0,0.0,0.0,3.0,0.0,8.0,13.2,0.0,0.0,0.0,49.0,7.0,1.0,,4.0,0.0,2.0,0.0,8.0,1.0,0,1.75,2.0,1.0
Takumi Minamino,FW,Japan,27-336,1995.0,0.7,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Monaco,3.0,0.0,0.0,0.0,0.0,0.1,0.1,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,15.1,0.0,0.0,0.0,32.0,2.0,2.0,,1.0,0.0,0.0,0.0,4.0,0.0,1,1.33,2.0,2.0
Tarek Salman,DF,Qatar,25-013,1997.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Al Sadd SC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,-1.0
Tariq Lamptey,DF,Ghana,22-079,2000.0,1.1,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,Brighton,2.0,0.0,0.0,0.0,1.0,0.1,0.1,21.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,15.8,0.0,10.0,0.0,50.0,1.0,1.0,,3.0,2.0,0.0,0.0,8.0,0.0,1,1.5,5.0,1.0
Teun Koopmeiners,MF,Netherlands,24-293,1998.0,2.4,10.0,5.0,8.0,3.0,2.0,1.0,4.0,4.0,0.0,Atalanta,5.0,0.0,1.0,0.0,1.0,0.1,0.1,90.0,0.1,2.0,0.0,6.0,4.0,2.0,2.0,27.6,0.0,1.0,0.0,149.0,2.0,4.0,,6.0,1.0,0.0,0.0,12.0,4.0,0,2.2,6.0,3.0
Theo Hernández,DF,France,25-073,1997.0,5.6,16.0,10.0,15.0,5.0,5.0,2.0,4.0,8.0,1.0,Milan,6.0,1.0,2.0,0.0,1.0,0.4,0.4,289.0,1.0,11.0,5.0,16.0,17.0,3.0,5.0,16.7,0.0,45.0,0.0,383.0,6.0,5.0,,6.0,13.0,0.0,0.0,30.0,8.0,1,2.67,13.0,8.0
