player,position,team,age,birth_year,minutes_90s,tackles,dribble_tackles,dribbles_vs,dribbled_past,blocks,blocked_shots,interceptions,clearances,errors,club,games,goals,assists,pens_made,cards_yellow,xg,npxg,passes_completed,pass_xa,assisted_shots,crosses_into_penalty_area,progressive_passes,sca,gca,shots,average_shot_distance,through_balls,throw_ins,corner_kicks,touches,miscontrols,dispossessed,gk_goals_against,fouls,fouled,offsides,own_goals,ball_recoveries,aerials_won,unused_subs,points_per_game,on_goals_for,plus_minus
Thiago Almada,MF,Argentina,21-236,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta Utd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,15.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,0.0,0.0
Thiago Silva,DF,Brazil,38-087,1984.0,4.3,3.0,0.0,0.0,0.0,3.0,1.0,5.0,6.0,0.0,Chelsea,4.0,0.0,1.0,0.0,0.0,0.2,0.2,322.0,0.6,4.0,1.0,15.0,10.0,1.0,2.0,8.0,2.0,0.0,0.0,368.0,2.0,0.0,,2.0,3.0,0.0,0.0,17.0,6.0,1,2.5,8.0,6.0
Thibaut Courtois,GK,Belgium,30-221,1992.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Real Madrid,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,129.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1.33,1.0,-1.0
Thilo Kehrer,DF,Germany,26-088,1996.0,0.8,6.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,West Ham,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,5.0,0.0,43.0,1.0,0.0,,3.0,0.0,0.0,0.0,3.0,0.0,2,1.0,0.0,-1.0
Thomas Delaney,MF,Denmark,31-106,1991.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sevilla,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0,1.0,0.0,0.0
Thomas Meunier,DF,Belgium,31-097,1991.0,2.3,6.0,4.0,5.0,1.0,1.0,0.0,2.0,5.0,0.0,Dortmund,3.0,0.0,0.0,0.0,1.0,0.2,0.2,110.0,0.0,3.0,0.0,9.0,7.0,0.0,3.0,19.6,1.0,15.0,0.0,167.0,2.0,1.0,,4.0,1.0,0.0,0.0,13.0,2.0,0,1.33,0.0,-1.0
Thomas Müller,FW,Germany,33-096,1989.0,2.2,2.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,Bayern Munich,3.0,0.0,0.0,0.0,0.0,0.3,0.3,56.0,0.5,8.0,1.0,6.0,10.0,0.0,3.0,11.3,0.0,3.0,0.0,91.0,4.0,2.0,,0.0,1.0,2.0,0.0,1.0,1.0,0,1.33,2.0,0.0
Thomas Partey,MF,Ghana,29-188,1993.0,3.0,9.0,4.0,4.0,0.0,8.0,2.0,0.0,8.0,0.0,Arsenal,3.0,0.0,0.0,0.0,0.0,0.2,0.2,146.0,0.2,2.0,0.0,14.0,6.0,1.0,2.0,16.8,0.0,0.0,0.0,220.0,5.0,4.0,,3.0,2.0,0.0,0.0,21.0,6.0,0,1.0,5.0,-2.0
Thorgan Hazard,FW,Belgium,29-264,1993.0,1.2,3.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,Dortmund,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.8,6.0,0.0,4.0,9.0,0.0,0.0,,0.0,6.0,7.0,66.0,4.0,0.0,,2.0,2.0,1.0,0.0,6.0,0.0,1,0.5,0.0,-1.0
Tim Ream,DF,United States,35-074,1987.0,4.0,4.0,3.0,3.0,0.0,2.0,1.0,4.0,12.0,0.0,Fulham,4.0,0.0,0.0,0.0,1.0,0.3,0.3,245.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,3.7,0.0,2.0,0.0,305.0,4.0,0.0,,1.0,2.0,0.0,0.0,19.0,6.0,0,1.25,3.0,-1.0
Timothy Castagne,DF,Belgium,27-013,1995.0,3.0,7.0,4.0,6.0,2.0,1.0,0.0,2.0,4.0,0.0,Leicester City,3.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.1,0.0,0.0,9.0,1.0,0.0,0.0,,0.0,15.0,0.0,229.0,3.0,0.0,,3.0,1.0,0.0,0.0,9.0,2.0,0,1.33,1.0,-1.0
Timothy Weah,FW,United States,22-299,2000.0,3.5,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,Lille,4.0,1.0,0.0,0.0,0.0,0.6,0.6,90.0,0.2,6.0,2.0,4.0,7.0,0.0,5.0,17.5,0.0,1.0,0.0,132.0,9.0,5.0,,1.0,1.0,2.0,0.0,10.0,2.0,0,1.25,2.0,-1.0
Toby Alderweireld,DF,Belgium,33-291,1989.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,0.0,19.0,0.0,Antwerp,3.0,0.0,1.0,0.0,0.0,0.0,0.0,248.0,0.4,1.0,0.0,10.0,3.0,1.0,0.0,,2.0,0.0,0.0,303.0,2.0,0.0,,0.0,0.0,0.0,0.0,9.0,1.0,0,1.33,1.0,-1.0
Trent Alexander-Arnold,DF,England,24-072,1998.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Liverpool,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,24.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,4,3.0,1.0,1.0
Tyler Adams,MF,United States,23-307,1999.0,4.0,11.0,3.0,7.0,4.0,6.0,0.0,4.0,6.0,0.0,Leeds United,4.0,0.0,0.0,0.0,1.0,0.0,0.0,241.0,0.4,2.0,0.0,17.0,3.0,0.0,1.0,30.4,1.0,3.0,0.0,307.0,4.0,3.0,,5.0,5.0,0.0,0.0,33.0,5.0,0,1.25,3.0,-1.0
Unai Simón,GK,Spain,25-190,1997.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,Athletic Club,4.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,167.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,2.0,0,1.25,9.0,6.0
Uriel Antuna,FW,Mexico,25-119,1997.0,0.9,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Cruz Azul,3.0,0.0,0.0,0.0,0.0,0.2,0.2,12.0,0.1,1.0,1.0,0.0,1.0,0.0,2.0,16.2,0.0,1.0,0.0,33.0,6.0,0.0,,0.0,1.0,2.0,0.0,1.0,0.0,0,1.33,2.0,0.0
Vanja Milinković-Savić,GK,Serbia,25-301,1997.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Torino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,136.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.33,5.0,-3.0
Victor Nelsson,DF,Denmark,24-065,1998.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,Galatasaray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,,0.0,0.0,0.0,79.0,0.0,0.0,,0.0,2.0,0.0,0.0,3.0,4.0,2,0.0,1.0,-1.0
Vincent Aboubakar,FW,Cameroon,30-330,1992.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Al-Nassr,3.0,2.0,1.0,0.0,2.0,0.6,0.6,20.0,0.3,2.0,0.0,2.0,7.0,2.0,6.0,17.8,1.0,0.0,0.0,50.0,3.0,0.0,,3.0,2.0,0.0,0.0,3.0,2.0,0,1.33,3.0,3.0
Vincent Janssen,FW,Netherlands,28-186,1994.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,Antwerp,2.0,0.0,0.0,0.0,0.0,0.1,0.1,16.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,21.0,0.0,0.0,0.0,32.0,4.0,1.0,,2.0,2.0,0.0,0.0,2.0,1.0,3,3.0,0.0,0.0
Vinicius Júnior,FW,Brazil,22-159,2000.0,3.3,3.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,Real Madrid,4.0,1.0,2.0,0.0,0.0,1.0,1.0,68.0,0.8,8.0,0.0,3.0,16.0,4.0,9.0,15.0,0.0,2.0,0.0,132.0,8.0,11.0,,0.0,7.0,3.0,0.0,12.0,0.0,1,2.5,7.0,7.0
Virgil van Dijk,DF,Netherlands,31-163,1991.0,5.3,2.0,1.0,2.0,1.0,8.0,7.0,4.0,21.0,0.0,Liverpool,5.0,0.0,0.0,0.0,0.0,0.2,0.2,311.0,0.1,2.0,0.0,15.0,4.0,0.0,3.0,10.6,1.0,0.0,0.0,399.0,2.0,0.0,,5.0,2.0,0.0,0.0,31.0,13.0,0,2.2,10.0,6.0
Vitinha,MF,Portugal,22-308,2000.0,1.3,3.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,Paris S-G,3.0,0.0,0.0,0.0,1.0,0.1,0.1,100.0,0.1,1.0,0.0,9.0,4.0,0.0,2.0,28.2,0.0,1.0,1.0,118.0,2.0,1.0,,1.0,3.0,0.0,0.0,4.0,0.0,2,1.0,2.0,1.0
Wahbi Khazri,FW,Tunisia,31-313,1991.0,0.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Montpellier,2.0,1.0,0.0,0.0,0.0,0.4,0.4,13.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,19.1,0.0,0.0,2.0,36.0,3.0,2.0,,1.0,2.0,2.0,0.0,5.0,0.0,1,1.5,1.0,1.0
Wajdi Kechrida,DF,Tunisia,27-043,1995.0,1.2,3.0,1.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,Atromitos,3.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.1,1.0,0.0,4.0,4.0,0.0,0.0,,0.0,21.0,0.0,77.0,1.0,3.0,,2.0,0.0,0.0,0.0,6.0,1.0,0,1.33,1.0,1.0
Walid Cheddira,FW,Morocco,24-330,1998.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Bari,2.0,0.0,0.0,0.0,2.0,0.5,0.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.8,0.0,0.0,0.0,18.0,3.0,0.0,,5.0,0.0,2.0,0.0,0.0,2.0,4,2.0,0.0,0.0
Walker Zimmerman,DF,United States,29-213,1993.0,3.1,3.0,3.0,4.0,1.0,4.0,3.0,4.0,15.0,0.0,Nashville,4.0,0.0,0.0,0.0,0.0,0.1,0.1,217.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,15.0,0.0,1.0,0.0,274.0,0.0,0.0,,3.0,0.0,0.0,0.0,17.0,8.0,0,1.25,2.0,-2.0
Wataru Endo,MF,Japan,29-312,1993.0,3.4,8.0,3.0,5.0,2.0,8.0,3.0,3.0,6.0,0.0,Stuttgart,4.0,0.0,0.0,0.0,1.0,0.2,0.2,155.0,0.4,4.0,1.0,9.0,10.0,1.0,6.0,25.5,1.0,0.0,0.0,239.0,2.0,5.0,,7.0,9.0,0.0,0.0,22.0,8.0,0,1.75,3.0,0.0
Wayne Hennessey,GK,Wales,35-328,1987.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nott'ham Forest,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,68.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.5,1.0,0.0
Weston McKennie,MF,United States,24-112,1998.0,3.0,2.0,1.0,4.0,3.0,4.0,0.0,0.0,5.0,0.0,Juventus,4.0,0.0,0.0,0.0,1.0,0.4,0.4,117.0,0.2,4.0,1.0,17.0,12.0,1.0,5.0,15.5,0.0,9.0,0.0,177.0,2.0,3.0,,6.0,2.0,0.0,0.0,14.0,3.0,0,1.25,2.0,0.0
William Carvalho,MF,Portugal,30-255,1992.0,2.4,6.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,Betis,4.0,0.0,0.0,0.0,0.0,0.1,0.1,156.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,15.8,0.0,0.0,0.0,182.0,2.0,0.0,,3.0,2.0,0.0,0.0,15.0,4.0,1,2.25,10.0,6.0
William Saliba,DF,France,21-269,2001.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Arsenal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,38.0,1.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,6,0.0,0.0,0.0
Wojciech Szczęsny,GK,Poland,32-244,1990.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Juventus,4.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,159.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1.0,3.0,-2.0
Wout Weghorst,FW,Netherlands,30-133,1992.0,0.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Beşiktaş,4.0,2.0,0.0,0.0,1.0,0.2,0.2,9.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,22.0,1.0,0.0,,5.0,1.0,1.0,0.0,2.0,2.0,1,2.0,2.0,2.0
Wéverton,GK,Brazil,35-005,1987.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palmeiras,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,0.0,0.0
Xavi Simons,FW,Netherlands,19-241,2003.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,PSV Eindhoven,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,4,3.0,0.0,0.0
Xherdan Shaqiri,FW,Switzerland,31-069,1991.0,2.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Chicago Fire,3.0,1.0,1.0,0.0,0.0,0.3,0.3,67.0,1.0,4.0,0.0,11.0,6.0,2.0,4.0,21.9,0.0,1.0,9.0,111.0,1.0,5.0,,2.0,6.0,0.0,0.0,6.0,1.0,1,2.0,5.0,-3.0
Yahya Attiat Allah,DF,Morocco,27-291,1995.0,3.5,4.0,3.0,7.0,4.0,4.0,0.0,0.0,15.0,0.0,Wydad Casablanca,6.0,0.0,1.0,0.0,0.0,0.2,0.2,98.0,0.3,5.0,4.0,4.0,7.0,2.0,2.0,13.0,0.0,25.0,0.0,167.0,2.0,2.0,,8.0,3.0,0.0,0.0,21.0,0.0,1,1.33,4.0,1.0
Yahya Jabrane,MF,Morocco,31-183,1991.0,0.2,,,,,,,0.0,,,Wydad Casablanca,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,5,3.0,0.0,0.0
Yann Sommer,GK,Switzerland,34-001,1988.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M'Gladbach,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,126.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0,1.0,2.0,-5.0
Yannick Carrasco,FW,Belgium,29-105,1993.0,1.3,5.0,5.0,7.0,2.0,2.0,0.0,1.0,4.0,0.0,Atlético Madrid,2.0,0.0,0.0,0.0,1.0,0.3,0.3,39.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,13.9,1.0,2.0,0.0,68.0,2.0,2.0,,1.0,2.0,0.0,0.0,8.0,0.0,1,2.0,1.0,1.0
Yasser Al-Shahrani,DF,Saudi Arabia,30-207,1992.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,Al-Hilal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,6.0,0.0,43.0,2.0,0.0,,1.0,0.0,0.0,0.0,5.0,0.0,0,3.0,2.0,1.0
Yassine Bounou,GK,Morocco,31-257,1991.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Sevilla,6.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,219.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,7.0,1.0,1,1.33,4.0,-1.0
Yassine Meriah,DF,Tunisia,29-169,1993.0,3.0,4.0,3.0,8.0,5.0,5.0,0.0,1.0,20.0,0.0,Espérance de Tunis,3.0,0.0,0.0,0.0,0.0,0.1,0.1,139.0,0.0,1.0,0.0,11.0,3.0,0.0,1.0,9.3,2.0,1.0,0.0,208.0,2.0,0.0,,3.0,1.0,0.0,0.0,16.0,5.0,0,1.33,1.0,0.0
Yeltsin Tejeda,MF,Costa Rica,30-276,1992.0,3.0,4.0,1.0,6.0,5.0,7.0,5.0,1.0,7.0,0.0,Club Sport Herediano,3.0,1.0,1.0,0.0,0.0,0.4,0.4,78.0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,15.1,0.0,0.0,0.0,128.0,1.0,2.0,,0.0,2.0,0.0,0.0,14.0,4.0,0,1.0,3.0,-8.0
Youri Tielemans,MF,Belgium,25-225,1997.0,1.1,3.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,Leicester City,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.1,1.0,0.0,4.0,2.0,0.0,0.0,,0.0,2.0,0.0,77.0,2.0,0.0,,2.0,1.0,0.0,0.0,9.0,2.0,0,1.33,1.0,-1.0
Youssef En-Nesyri,FW,Morocco,25-200,1997.0,6.0,3.0,0.0,2.0,2.0,5.0,0.0,1.0,11.0,0.0,Sevilla,7.0,2.0,0.0,0.0,0.0,1.2,1.2,50.0,0.0,1.0,0.0,1.0,3.0,0.0,9.0,9.1,0.0,0.0,0.0,127.0,9.0,1.0,,2.0,4.0,4.0,0.0,13.0,21.0,0,1.57,4.0,0.0
Youssef Msakni,MF,Tunisia,32-051,1990.0,1.9,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,Al-Arabi SC,2.0,0.0,0.0,0.0,0.0,0.5,0.5,50.0,0.6,4.0,0.0,6.0,7.0,0.0,9.0,16.0,2.0,3.0,1.0,95.0,5.0,5.0,,0.0,4.0,0.0,0.0,9.0,3.0,1,0.5,0.0,-1.0
Youssouf Fofana,MF,France,23-342,1999.0,2.5,8.0,1.0,4.0,3.0,6.0,1.0,3.0,0.0,0.0,Monaco,6.0,0.0,0.0,0.0,0.0,0.2,0.2,96.0,0.1,1.0,0.0,5.0,3.0,0.0,4.0,21.1,0.0,0.0,0.0,138.0,3.0,3.0,,3.0,1.0,0.0,0.0,17.0,1.0,1,2.17,5.0,2.0
Youssouf Sabaly,DF,Senegal,29-288,1993.0,4.0,6.0,3.0,5.0,2.0,1.0,0.0,4.0,9.0,0.0,Betis,4.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.7,8.0,1.0,16.0,15.0,1.0,2.0,30.9,3.0,27.0,0.0,253.0,5.0,1.0,,3.0,12.0,0.0,0.0,27.0,4.0,0,1.5,5.0,-2.0
Youssoufa Moukoko,FW,Germany,18-028,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dortmund,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0
Youstin Salas,DF,Costa Rica,26-184,1996.0,0.5,5.0,3.0,7.0,4.0,3.0,1.0,0.0,1.0,0.0,Deportivo Saprissa,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,4.0,0.0,27.0,1.0,1.0,,0.0,0.0,0.0,0.0,5.0,1.0,1,1.5,2.0,-1.0
Yuki Soma,FW,Japan,25-296,1997.0,0.9,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Grampus,1.0,0.0,0.0,0.0,0.0,0.2,0.2,11.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,22.7,0.0,3.0,3.0,26.0,2.0,0.0,,2.0,3.0,0.0,0.0,2.0,0.0,3,0.0,0.0,-1.0
Yunus Musah,MF,United States,20-019,2002.0,3.8,8.0,1.0,3.0,2.0,7.0,0.0,2.0,1.0,0.0,Valencia,4.0,0.0,0.0,0.0,0.0,0.3,0.3,151.0,0.2,3.0,0.0,13.0,10.0,1.0,4.0,22.9,0.0,2.0,0.0,221.0,5.0,3.0,,9.0,3.0,0.0,0.0,23.0,3.0,0,1.25,3.0,0.0
Yuto Nagatomo,MF,Japan,36-097,1986.0,2.3,4.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,FC Tokyo,4.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.1,1.0,2.0,2.0,2.0,0.0,0.0,,0.0,14.0,0.0,123.0,1.0,1.0,,6.0,0.0,0.0,0.0,11.0,1.0,0,1.75,1.0,-2.0
Zakaria Aboukhlal,FW,Morocco,22-303,2000.0,0.9,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,Toulouse,4.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,14.9,0.0,1.0,0.0,26.0,3.0,0.0,,1.0,0.0,2.0,0.0,3.0,2.0,3,2.25,2.0,1.0
Álvaro Morata,FW,Spain,30-056,1992.0,2.1,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,Atlético Madrid,4.0,3.0,1.0,0.0,0.0,1.4,1.4,28.0,0.1,2.0,0.0,3.0,4.0,2.0,8.0,10.3,1.0,0.0,0.0,58.0,2.0,5.0,,1.0,2.0,5.0,0.0,2.0,1.0,0,1.25,5.0,2.0
Álvaro Zamora,MF,Costa Rica,20-284,2002.0,0.3,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Deportivo Saprissa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,-3.0
Ángel Correa,MF,Argentina,27-284,1995.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Atlético Madrid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,6,3.0,0.0,0.0
Ángel Di María,MF,Argentina,34-307,1988.0,3.2,3.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,Juventus,5.0,1.0,1.0,0.0,0.0,0.8,0.8,130.0,0.7,10.0,3.0,17.0,21.0,4.0,6.0,20.7,0.0,3.0,10.0,201.0,10.0,6.0,,0.0,7.0,5.0,0.0,7.0,0.0,2,1.6,5.0,3.0
Ángelo Preciado,DF,Ecuador,24-303,1998.0,2.9,7.0,2.0,4.0,2.0,2.0,0.0,6.0,4.0,0.0,Genk,3.0,0.0,1.0,0.0,0.0,0.1,0.1,94.0,0.2,4.0,5.0,6.0,5.0,1.0,4.0,26.1,0.0,28.0,0.0,162.0,6.0,2.0,,8.0,2.0,0.0,0.0,10.0,3.0,0,1.33,4.0,1.0
Éder Militão,DF,Brazil,24-334,1998.0,3.9,7.0,3.0,4.0,1.0,1.0,0.0,3.0,5.0,0.0,Real Madrid,4.0,0.0,0.0,0.0,1.0,0.2,0.2,251.0,0.1,1.0,1.0,12.0,6.0,0.0,5.0,20.2,0.0,19.0,0.0,306.0,6.0,1.0,,7.0,3.0,0.0,0.0,29.0,4.0,1,1.75,6.0,5.0
Óscar Duarte,DF,Costa Rica,33-198,1989.0,3.0,4.0,2.0,2.0,0.0,3.0,1.0,6.0,15.0,0.0,Al-Wehda,3.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,0.0,132.0,1.0,0.0,,1.0,0.0,0.0,0.0,9.0,2.0,0,1.0,3.0,-8.0
İlkay Gündoğan,MF,Germany,32-055,1990.0,2.1,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,Manchester City,3.0,1.0,0.0,1.0,0.0,1.1,0.4,150.0,0.3,1.0,0.0,15.0,6.0,0.0,5.0,25.9,1.0,0.0,0.0,187.0,4.0,1.0,,3.0,2.0,1.0,0.0,18.0,3.0,0,1.33,2.0,1.0
Aaron Long,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Aaron Ramsdale,,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Abdullah Otayf,,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Adam Davies,,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Ahmed Reda Tagnaouti,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Alexander Domínguez,,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Alfred Gomis,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Alfredo Talavera,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Alphonse Areola,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
Amir Abedzadeh,,IR Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Andrew Redmayne,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Anthony Hernández,,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
Armel Bella Kotchap,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
